term_1,term_2,co_occurrences,freq_term_1,freq_term_2,npmi
health,survey,10,99,19,0.6819
supercooling,skim,2,21,6,0.6816
swirl,perturb,3,83,3,0.6816
symmetry,bound,2,21,6,0.6816
longevity,extinguish,2,2,63,0.6816
icon,trigger,8,9,144,0.6816
vaporizer,forward,2,9,14,0.6816
crystallization,baffle,2,63,2,0.6816
thyristor,damp,2,6,21,0.6816
extrusion,extrude,21,103,64,0.6812
switchgear,conceal,5,22,27,0.6806
superheater,superheate,3,12,21,0.6805
decontamination,carbonate,10,53,36,0.6804
charcoal,reslurrie,2,64,2,0.6801
grouping,demineralize,2,16,8,0.6801
georeferencing,image,2,4,32,0.6801
solubilization,sonicate,3,51,5,0.6794
modification,depart,14,121,28,0.6794
tree,landscape,3,85,3,0.6794
carbide,band,2,43,3,0.6794
beauty,walk,3,16,16,0.679
restraint,grout,3,8,32,0.679
screening,recognise,2,65,2,0.6787
underside,affix,2,26,5,0.6787
dpa,normalize,2,5,26,0.6787
torsion,mate,2,26,5,0.6787
sandwich,sandwich,4,8,52,0.6787
curtain,drag,4,32,13,0.6787
yeast,incubate,2,5,26,0.6787
hydroxylpropyl,boil,2,2,65,0.6787
tendency,corrosion,3,86,3,0.6782
sfa,warn,3,6,43,0.6782
infrastructure,distribute,119,206,604,0.678
spinning,spin,4,15,28,0.6778
fermentation,ferment,33,269,54,0.6774
flowline,line,2,2,66,0.6773
mooring,stratify,2,11,12,0.6773
gasification,slurrye,2,12,11,0.6773
averaging,weight,2,6,22,0.6773
amine,antiscale,2,44,3,0.6773
background,binarize,2,66,2,0.6773
multiple,coalesce,2,12,11,0.6773
law,promulgate,2,66,2,0.6773
sideband,tighten,3,3,87,0.6771
club,tighten,3,3,87,0.6771
ovate,tighten,3,3,87,0.6771
swimming,swim,5,56,11,0.6769
cladding,ascend,8,23,59,0.6768
spin,shoot,2,7,19,0.6766
desertification,decay,6,12,70,0.6765
magnetization,magnetize,12,55,49,0.6761
fog,encircle,2,27,5,0.6752
epdm,color,2,5,27,0.6752
factory,own,13,164,19,0.6748
reset,preset,4,31,14,0.6746
ars,photograph,2,2,68,0.6745
acceptance,log,2,17,8,0.6745
germicide,fuse,2,4,34,0.6745
pulverizer,emboss,2,17,8,0.6745
degreasing,ventilate,2,4,34,0.6745
rotating,retract,2,4,34,0.6745
attribute,survey,12,144,19,0.6744
administrator,reopen,11,113,21,0.674
molybdate,polymerize,3,18,15,0.6739
remainder,segment,3,45,6,0.6739
making,scoop,3,18,15,0.6739
bevel,mesh,3,18,15,0.6739
magnetizer,magnetize,5,13,49,0.6735
confirmation,suwon,2,69,2,0.6732
brush,brush,4,88,5,0.6732
validity,differentiate,2,6,23,0.6732
luminance,lengthen,2,6,23,0.6732
il,roll,3,3,91,0.6728
segment,wicke,9,91,19,0.672
timeframe,predefine,2,7,20,0.6719
painting,paint,2,20,7,0.6719
banding,foam,2,2,70,0.6719
ledger,meter,2,3,47,0.6712
imaging,straighten,2,47,3,0.6712
adhesive,ooze,4,90,5,0.671
pass,bark,2,71,2,0.6705
electrodialyzer,pretreate,2,2,71,0.6705
smartphone,access,3,8,35,0.6704
inventory,expire,2,11,13,0.6699
serie,segment,3,47,6,0.6697
hexavalent,purchase,2,8,18,0.6693
stem,resupplye,2,48,3,0.6693
access,gain,7,90,13,0.6689
inequality,differ,8,17,86,0.6689
localization,group,3,19,15,0.6687
acetone,bubble,2,5,29,0.6686
oak,soak,2,5,29,0.6686
backfilling,backfille,3,13,22,0.6684
desert,decay,6,13,70,0.6683
chloroflexus,belong,2,2,73,0.668
phylum,belong,2,2,73,0.668
reasoning,register,2,2,73,0.668
saturation,electrodialyze,2,73,2,0.668
inhibition,denaturate,2,73,2,0.668
actinobacteria,belong,2,2,73,0.668
clustering,optimize,8,12,123,0.6679
ruo,plat,3,6,48,0.6677
subpressure,evacuate,2,3,49,0.6674
ata,evacuate,2,3,49,0.6674
vstn,evacuate,2,3,49,0.6674
cleanup,magnetize,2,3,49,0.6674
strand,demolde,2,21,7,0.6674
resurgence,tow,3,10,29,0.667
signature,engineer,3,58,5,0.667
platform,solder,3,58,5,0.667
lattice,binarize,2,74,2,0.6667
bet,alleviate,2,4,37,0.6667
geotube,dredge,5,5,137,0.6662
rinsing,rinse,27,115,99,0.6661
venue,express,2,2,75,0.6655
stock,redirect,2,50,3,0.6655
cyano,express,2,2,75,0.6655
trimethoxyborane,vaporize,2,2,75,0.6655
sbr,sequence,2,50,3,0.6655
seam,puncture,2,30,5,0.6655
crimping,crimp,2,5,30,0.6655
dewpoint,compute,2,5,30,0.6655
reset,reset,7,31,39,0.6654
annulus,line,9,28,66,0.6648
designation,alter,3,9,33,0.6647
niche,sort,2,4,38,0.6643
name,title,2,38,4,0.6643
category,await,2,38,4,0.6643
dock,incur,2,8,19,0.6643
inoculation,inoculate,2,8,19,0.6643
halide,insolubilize,2,8,19,0.6643
inability,rely,3,15,20,0.6638
prototype,superimpose,3,6,50,0.6638
pain,relieve,4,11,44,0.6638
denominator,gather,2,3,51,0.6637
numerator,gather,2,3,51,0.6637
isotope,crosslinke,2,9,17,0.6637
pulverizer,sand,2,17,9,0.6637
light,emit,109,452,263,0.6631
reptile,plant,2,2,77,0.6631
beverage,salt,2,22,7,0.6631
amphibian,plant,2,2,77,0.6631
converter,amplify,16,83,59,0.6629
germ,germinate,2,31,5,0.6625
government,submit,2,31,5,0.6625
bomedo,desalt,2,5,31,0.6625
weft,weave,3,5,61,0.6622
capacitor,oscillate,6,46,21,0.6621
silvering,situate,2,4,39,0.6619
tcft,normalize,2,6,26,0.6619
outcome,impart,2,4,39,0.6619
capillary,decompress,3,17,18,0.6619
decision,agree,2,52,3,0.6619
revolving,sandwich,2,3,52,0.6619
vein,restrain,4,15,33,0.6616
wavelet,correlate,4,5,99,0.6616
clamping,clamp,3,11,28,0.6613
calibration,calibrate,15,72,62,0.6612
designation,designate,5,9,80,0.6612
pig,launch,22,325,26,0.661
doser,dispense,2,2,79,0.6607
dispense,dispense,2,2,79,0.6607
fear,misreporte,2,79,2,0.6607
illumination,illuminate,4,25,20,0.6606
preset,diagnose,3,10,31,0.6606
snow,melt,38,117,180,0.6603
jar,synthesize,4,24,21,0.6598
decolorization,decolorize,5,43,17,0.6597
granularity,implement,13,14,255,0.6597
score,weight,6,45,22,0.6596
electrocoagulation,gaskete,2,40,4,0.6595
personnel,fetch,2,40,4,0.6595
urging,urge,2,5,32,0.6595
coupler,grab,2,32,5,0.6595
identifier,allocate,2,8,20,0.6595
office,submit,2,32,5,0.6595
catalysis,substitute,2,4,40,0.6595
concern,installation,2,80,2,0.6595
resonance,perturb,3,105,3,0.6591
dredging,dredge,32,117,137,0.6588
loop,number,6,143,7,0.6585
thermosetting,color,2,6,27,0.6584
deammonium,ferment,2,3,54,0.6584
molasses,ferment,2,3,54,0.6584
photo,glue,2,18,9,0.6584
rockfall,cross,2,2,81,0.6584
effort,promulgate,2,81,2,0.6584
fire,fight,10,234,10,0.6582
convection,equilibrate,4,57,9,0.6581
overrun,input,37,57,360,0.658
applicant,title,3,80,4,0.6576
trapping,transform,5,22,34,0.6574
mold,demolde,6,145,7,0.657
mems,contemplate,2,15,11,0.6567
rukoto,coalesce,2,15,11,0.6567
nitrobacter,comply,2,15,11,0.6567
bolt,fasten,176,488,565,0.6561
methylamine,boil,3,5,65,0.6561
com,interlock,4,5,105,0.6558
twist,twist,4,8,66,0.6552
vcc,circuit,2,8,21,0.655
cesium,tritiate,2,24,7,0.655
daytime,formulate,2,14,12,0.655
vapour,afford,2,42,4,0.655
microcontroller,encode,2,21,8,0.655
laundry,dishwashe,2,84,2,0.655
car,bark,2,84,2,0.655
cyano,degrade,2,2,84,0.655
format,encode,2,21,8,0.655
person,own,10,127,19,0.6549
equilibration,ascend,4,9,59,0.6547
law,stipulate,3,66,5,0.6546
bush,diverge,3,22,15,0.6546
inflammation,help,3,3,110,0.6546
homogenization,drag,2,13,13,0.6545
keyboard,sound,2,13,13,0.6545
discoloration,wipe,2,13,13,0.6545
grinding,sonicate,2,34,5,0.6539
qh,readjust,2,17,10,0.6539
validation,train,2,5,34,0.6539
map,georeference,14,236,18,0.6539
ac,gate,2,85,2,0.6539
oak,fuse,2,5,34,0.6539
conjugation,escape,4,4,134,0.6537
nutrition,nitrate,2,9,19,0.6534
radio,attenuate,9,71,29,0.6532
transient,group,5,52,15,0.6531
preheater,emboss,3,42,8,0.6529
overvoltage,plat,3,7,48,0.6529
nps,pollute,2,2,86,0.6529
jar,synchronize,3,24,14,0.6529
cone,cement,8,142,12,0.6527
transform,normalize,3,13,26,0.6523
seating,seat,43,121,228,0.652
exit,recite,2,87,2,0.6518
scope,append,7,106,13,0.6518
flank,bear,3,5,68,0.6518
malnutrition,kill,2,2,87,0.6518
scom,elevate,2,2,87,0.6518
chloroflexus,kill,2,2,87,0.6518
landing,inscribe,2,29,6,0.6518
phylum,kill,2,2,87,0.6518
actinobacteria,kill,2,2,87,0.6518
gear,mesh,11,194,15,0.6517
floater,throw,2,5,35,0.6513
jfm,coagulate,3,3,114,0.6512
jfa,coagulate,3,3,114,0.6512
planting,plant,11,38,77,0.6511
cip,radiate,3,7,49,0.6509
spinneret,coagulate,5,7,114,0.6508
spacer,dialyze,4,92,6,0.6508
farmland,curve,8,34,51,0.6508
sol,stand,9,18,117,0.6508
stick,listen,2,11,16,0.6507
neutrient,culture,2,2,88,0.6507
thawing,thaw,2,8,22,0.6507
ignition,ignite,2,22,8,0.6507
telemetry,reclaim,2,4,44,0.6507
dosing,afford,2,44,4,0.6507
shredder,homogenize,2,8,22,0.6507
cytochrome,discover,2,4,44,0.6507
adaptation,visit,2,16,11,0.6507
masonry,collapse,5,10,80,0.6506
notification,notify,48,181,185,0.6504
polyphosphate,polymerize,3,23,15,0.6504
μl,amplify,2,3,59,0.6502
geophone,search,2,3,59,0.6502
correlator,search,2,3,59,0.6502
editing,search,2,3,59,0.6502
scd,look,16,33,166,0.6501
holder,collate,2,89,2,0.6497
destruction,spur,2,89,2,0.6497
consequence,modulate,4,35,16,0.6494
em,throw,4,16,35,0.6494
contractor,access,3,10,35,0.649
allocation,access,3,10,35,0.649
browser,access,3,10,35,0.649
weekend,infiltrate,5,11,74,0.6488
shortage,spur,2,90,2,0.6487
pv,forego,2,10,18,0.6487
worm,tangle,2,20,9,0.6487
microphone,tune,2,20,9,0.6487
access,authenticate,2,90,2,0.6487
grain,fluidise,2,90,2,0.6487
covering,uncover,2,36,5,0.6487
apartment,ozoneize,2,90,2,0.6487
aftertreatment,blink,2,20,9,0.6487
se,slop,2,9,20,0.6487
soundness,subtract,6,13,85,0.6483
judging,judge,8,15,119,0.6477
ssin,roll,2,2,91,0.6476
burn,overheat,2,13,14,0.6476
hexametaphosphate,incubate,2,7,26,0.6476
quantification,label,2,13,14,0.6476
qr,normalize,2,7,26,0.6476
rockfall,roll,2,2,91,0.6476
stepb,roll,2,2,91,0.6476
aby,roll,2,2,91,0.6476
ssorg,roll,2,2,91,0.6476
specie,suffocate,2,91,2,0.6476
pocket,grout,7,45,32,0.6472
boron,dope,2,61,3,0.6471
titer,backwashe,3,3,119,0.6471
duplication,plan,5,6,138,0.6471
microprocessor,poll,2,61,3,0.6471
mirror,emboss,2,23,8,0.6466
venting,admit,2,8,23,0.6466
teflon,diverge,3,24,15,0.6463
impactorafter,swirl,2,2,93,0.6456
impactor,swirl,2,2,93,0.6456
extrudate,mold,6,6,189,0.6456
opposition,exert,3,4,91,0.6452
chla,roll,3,4,91,0.6452
lubricity,grind,3,5,73,0.645
villager,drink,3,5,73,0.645
actuator,acknowledge,6,163,7,0.645
liquefaction,nitride,2,47,4,0.6446
grenade,pulverize,2,2,94,0.6446
carbon,activate,555,1245,1575,0.6446
waterworks,etch,2,47,4,0.6446
camera,photograph,30,238,68,0.6445
object,achieve,643,2058,1216,0.6443
pouring,demolde,2,27,7,0.6442
stack,pad,2,27,7,0.6442
cone,truncate,5,142,6,0.6442
firefighter,extinguish,2,3,63,0.6442
wrapper,recirculate,2,2,95,0.6437
attenuation,backscatter,2,38,5,0.6437
sesa,sort,2,5,38,0.6437
withdrawal,recite,2,95,2,0.6437
sandbox,recirculate,2,2,95,0.6437
habitation,recirculate,2,2,95,0.6437
bacillus,inoculate,2,10,19,0.6437
reclamation,chlorinate,2,5,38,0.6437
prediction,predict,305,805,919,0.643
optic,discriminate,2,8,24,0.6427
tub,prefiltere,2,48,4,0.6427
encasing,grout,2,6,32,0.6427
investigation,postpone,2,96,2,0.6427
stem,ream,2,48,4,0.6427
olefin,halogenate,2,12,16,0.6427
hpa,interact,2,8,24,0.6427
exhalation,dephosphate,2,64,3,0.6427
resting,rest,3,11,34,0.6426
analytic,reconstruct,7,116,13,0.6424
profile,violate,7,189,8,0.6421
deionizer,deionize,3,13,29,0.6419
electrodialysis,dialyze,3,63,6,0.6416
shipping,ferment,3,7,54,0.6416
sangkwang,slow,2,5,39,0.6413
triazole,polymerize,2,13,15,0.6413
keep,reset,2,5,39,0.6413
backfilling,mark,2,13,15,0.6413
curvature,round,10,72,38,0.6413
kaolinite,impart,2,5,39,0.6413
gathering,situate,2,5,39,0.6413
condensor,situate,2,5,39,0.6413
probability,regress,10,249,11,0.6412
underpressure,prevail,2,4,49,0.6408
crane,paint,2,28,7,0.6408
prism,magnetize,2,4,49,0.6408
curing,cure,35,113,191,0.6401
yaw,neighbor,2,6,33,0.6399
inventory,retrieve,2,11,18,0.6399
glycogen,denitrify,2,2,99,0.6399
waterflow,correlate,2,2,99,0.6399
erosion,congest,2,99,2,0.6399
dolomite,knead,2,9,22,0.6399
cesspool,line,2,3,66,0.6399
moon,neighbor,2,6,33,0.6399
freeze,subcoole,2,99,2,0.6399
monovinylidene,link,4,5,124,0.6394
personnel,mobilize,2,40,5,0.6389
instructing,energize,2,4,50,0.6389
investment,pretreatment,2,50,4,0.6389
business,coordinate,2,40,5,0.6389
tolyltriazole,substitute,2,5,40,0.6389
hook,board,2,100,2,0.6389
nest,superimpose,2,4,50,0.6389
truck,depress,2,50,4,0.6389
truck,park,2,50,4,0.6389
diesel,complement,4,52,12,0.6388
break,shed,3,130,3,0.6386
difficulty,popularize,3,130,3,0.6386
sealant,tighten,6,14,87,0.6383
ray,irradiate,45,179,185,0.6381
sensing,interrogate,2,101,2,0.638
planning,plan,25,92,138,0.6376
phb,hydrolyze,2,7,29,0.6376
fault,repressurise,3,66,6,0.6372
flexibility,climb,3,44,9,0.6372
photocatalyst,forbid,2,102,2,0.6371
gateway,relay,2,34,6,0.6371
blood,relieve,6,28,44,0.6371
shaving,curve,2,4,51,0.6371
rhythm,inhabit,2,4,51,0.6371
forearm,inflowe,2,2,102,0.6371
salinometer,enrich,2,5,41,0.6367
array,affix,2,41,5,0.6367
whistle,inflate,2,5,41,0.6367
balance,perturb,3,133,3,0.6364
relaxation,rely,3,20,20,0.6362
eddy,vortexe,3,20,20,0.6362
tropics,interconnect,3,5,80,0.6362
conjunction,bifurcate,3,100,4,0.6362
dredger,dredge,17,50,137,0.6359
psd,depict,6,52,24,0.6358
lifespan,blink,2,23,9,0.6358
ovate,excavate,3,3,134,0.6357
club,excavate,3,3,134,0.6357
sideband,excavate,3,3,134,0.6357
anolyte,modulate,2,13,16,0.6353
catholyte,modulate,2,13,16,0.6353
hydroxylpropyl,preheat,2,2,104,0.6353
traffic,congest,2,104,2,0.6353
moment,desublimate,2,52,4,0.6353
sorter,sort,4,17,38,0.6353
rgb,warp,2,13,16,0.6353
fourier,normalize,2,8,26,0.6353
oxygen,dissolve,779,2102,1705,0.6353
april,file,2,8,26,0.6353
lens,polish,4,36,18,0.635
polyethylene,popularize,3,135,3,0.635
weekday,infiltrate,6,17,74,0.635
security,train,6,37,34,0.635
fa,comply,2,19,11,0.6349
pain,cleanse,2,11,19,0.6349
lubricant,lubricate,2,11,19,0.6349
core,grout,17,216,32,0.6349
file,file,5,36,26,0.6347
oscillation,damp,4,31,21,0.6346
oscillation,oscillate,4,31,21,0.6346
microbial,swirl,4,7,93,0.6346
deionization,deionize,7,56,29,0.6346
class,glance,2,42,5,0.6344
judging,label,2,15,14,0.6344
expiry,access,2,6,35,0.6344
crew,inform,2,5,42,0.6344
bookkeeping,fold,2,3,70,0.6344
solutioncorrosion,appear,2,2,105,0.6344
serration,interlock,2,2,105,0.6344
luminance,photograph,3,6,68,0.6343
waveform,segment,3,68,6,0.6343
electrolyte,impress,7,204,8,0.6341
category,assign,9,38,65,0.6337
fairway,dredge,3,3,137,0.6336
aggression,ingest,2,4,53,0.6336
aggravation,ingest,2,4,53,0.6336
oni,ingest,2,4,53,0.6336
grid,copy,2,106,2,0.6336
abrasion,cement,4,55,12,0.6332
dragging,align,2,3,71,0.6331
degassing,degas,19,65,130,0.6327
collapse,excavation,2,107,2,0.6327
caulking,tighten,5,11,87,0.6325
em,incubate,3,16,26,0.6324
figure,show,1120,1567,4197,0.6324
regression,survey,6,68,19,0.6323
repellent,heal,2,43,5,0.6323
policy,assess,2,8,27,0.6318
drawbar,confine,2,3,72,0.6318
microfilter,on,2,27,8,0.6318
molasse,ferment,2,4,54,0.6318
cedar,fire,2,4,54,0.6318
making,means,2,18,12,0.6318
light,irradiate,77,452,185,0.6316
planter,recess,3,5,84,0.6315
mallet,vibrate,3,3,140,0.6315
daylighting,interlock,3,4,105,0.6315
divider,damp,3,20,21,0.6315
lag,subtract,18,92,85,0.6314
composting,ripen,2,31,7,0.6314
list,reference,2,31,7,0.6314
urea,comminute,2,31,7,0.6314
classification,optimize,32,163,123,0.6311
appliance,disaggregate,4,135,5,0.631
ducting,appreciate,13,65,71,0.631
tape,grip,4,27,25,0.631
search,search,9,43,59,0.6309
rehabilitation,rehabilitate,3,47,9,0.6308
grind,grind,2,3,73,0.6306
ranking,subtract,3,5,85,0.6304
age,subtract,12,48,85,0.6302
exo,discover,2,5,44,0.6301
lava,dissipate,2,5,44,0.6301
microparticle,gel,2,22,10,0.6301
receptacle,percolate,2,55,4,0.6301
inventory,allocate,2,11,20,0.6301
charge,own,10,160,19,0.6299
warp,weave,3,7,61,0.6299
garden,water,7,37,46,0.6297
updating,update,4,6,114,0.6297
update,update,12,36,114,0.6296
electrodeionization,deionize,5,34,29,0.6295
microclimate,restore,3,3,143,0.6295
lampshade,rectify,2,3,74,0.6293
name,file,5,38,26,0.6293
firing,fire,9,48,54,0.6286
origin,whirl,2,32,7,0.6285
sticking,balance,2,7,32,0.6285
population,spur,2,112,2,0.6285
necessity,highlight,2,28,8,0.6285
raft,clamp,2,8,28,0.6285
ventilator,confine,7,24,72,0.6282
repairing,mark,2,15,15,0.6281
wireless,attenuate,3,15,29,0.6281
mold,demold,3,145,3,0.6281
advertising,strengthen,2,3,75,0.6281
stall,stay,4,4,174,0.628
print,issue,3,4,109,0.6279
grinding,solubilize,7,34,51,0.6278
filler,stripline,2,113,2,0.6277
filler,sandwichingthe,2,113,2,0.6277
nitosa,vibrate,4,5,140,0.6274
arthritis,help,3,4,110,0.6271
neuralgia,help,3,4,110,0.6271
nail,conceal,4,26,27,0.6271
plume,chlorinate,2,6,38,0.6268
yes,update,2,2,114,0.6268
spectrophotometry,test,2,4,57,0.6268
cardholder,update,2,2,114,0.6268
bis,scale,2,6,38,0.6268
htrf,coagulate,2,2,114,0.6268
button,click,2,76,3,0.6268
mast,scrape,2,12,19,0.6268
hemicellulose,scale,2,6,38,0.6268
polyamide,crosslinke,3,26,17,0.6266
roof,sand,7,195,9,0.6265
appliance,reconstruct,7,135,13,0.6265
kg,export,3,148,3,0.6262
reflux,complement,3,37,12,0.6262
registration,register,12,58,73,0.6261
tourism,water,2,5,46,0.626
rollover,reciprocate,2,2,115,0.626
channeling,encounter,2,10,23,0.626
crystal,reconstitute,2,115,2,0.626
spectrophotometer,occlude,2,23,10,0.626
planter,water,2,5,46,0.626
mode,transition,29,509,35,0.6259
key,blink,4,79,9,0.6259
refiner,sinter,2,7,33,0.6256
srt,comply,2,21,11,0.6256
variation,regress,8,200,11,0.6256
sorting,sort,5,27,38,0.6255
pan,wicke,5,54,19,0.6255
hoist,hang,3,7,64,0.6253
pine,soak,2,8,29,0.6252
venting,vent,2,8,29,0.6252
lr,deionize,2,8,29,0.6252
grass,plant,6,18,77,0.625
manager,notify,36,138,185,0.6248
needle,braze,2,117,2,0.6244
analytic,mitigate,21,116,92,0.6244
icon,alert,2,9,26,0.6244
cart,scratch,2,26,9,0.6244
expiration,meter,2,5,47,0.6241
multiplexer,amplify,2,4,59,0.6237
impactorafter,collide,2,2,118,0.6237
pen,search,2,4,59,0.6237
needle,cement,6,117,12,0.6237
impactor,collide,2,2,118,0.6237
underpressure,ascend,2,4,59,0.6237
mountain,moor,2,79,3,0.6233
driver,refuse,2,79,3,0.6233
buzzer,warn,4,17,43,0.6232
fish,farm,9,273,10,0.623
follicle,refine,2,7,34,0.6229
mcf,fuse,2,7,34,0.6229
complex,ozoneize,2,119,2,0.6229
mole,crosslinke,2,14,17,0.6229
daylighting,reciprocate,3,4,115,0.6228
remediation,dissipate,5,24,44,0.6226
sintering,sinter,5,32,33,0.6226
self,propel,24,321,42,0.6224
delay,perturb,3,154,3,0.6224
electrocoagulation,evolve,2,40,6,0.6221
protein,denature,2,60,4,0.6221
clarifier,recite,2,120,2,0.6221
dtp,dye,2,12,20,0.6221
electrofusion,bridge,2,30,8,0.6221
dryer,electrodialyze,2,120,2,0.6221
adhesiveness,believe,2,10,24,0.6221
sum,stratify,5,89,12,0.6214
dripline,deliver,9,12,231,0.6214
signature,consume,28,58,301,0.6214
yellow,inspect,2,2,121,0.6213
glasshouse,scatter,2,2,121,0.6213
router,wire,3,9,52,0.6211
microplastic,melt,6,8,180,0.6211
verification,expire,3,36,13,0.6211
tractor,orient,3,13,36,0.6211
microfilter,scratch,2,27,9,0.621
mountainside,cross,2,3,81,0.621
strike,ground,2,9,27,0.621
oak,pulverize,3,5,94,0.6207
winch,tow,7,64,29,0.6207
insert,gaskete,2,61,4,0.6206
color,template,3,157,3,0.6205
lowland,hinge,3,8,59,0.6203
exceedance,revise,2,49,5,0.6202
bentonite,comminute,2,35,7,0.6202
amalgam,entrain,2,7,35,0.6202
condensor,evacuate,2,5,49,0.6202
hydrogel,stand,9,24,117,0.62
iii,power,2,6,41,0.6198
cmp,polish,4,42,18,0.6198
cctv,shoot,3,25,19,0.6197
spin,photograph,3,7,68,0.6195
colony,pressurise,2,19,13,0.6195
reasoning,link,2,2,124,0.6191
leader,calibrate,2,4,62,0.6191
equipartition,get,2,2,124,0.6191
candidate,centre,2,62,4,0.6191
recirculation,launch,11,151,26,0.6189
camera,shoot,12,238,19,0.6188
obtaining,grasp,4,4,191,0.6188
vein,grout,3,15,32,0.6187
hook,hook,5,100,11,0.6185
simulator,search,4,13,59,0.6184
mulch,leach,2,5,50,0.6183
aquaculture,farm,2,25,10,0.6183
jaw,lock,65,269,260,0.6183
fi,grip,2,10,25,0.6183
keep,energize,2,5,50,0.6183
chattering,displace,3,7,69,0.6181
cavity,perturb,3,161,3,0.6181
supercooling,means,2,21,12,0.6176
repository,learn,2,3,84,0.6176
fold,disintegrate,2,18,14,0.6176
stud,recess,2,3,84,0.6176
cargo,unload,2,21,12,0.6176
fv,orient,2,7,36,0.6176
chute,skim,2,42,6,0.6176
vw,orient,2,7,36,0.6176
litre,admit,2,11,23,0.6172
notice,pay,2,11,23,0.6172
similarity,approximate,2,23,11,0.6172
correction,correct,58,210,280,0.6169
blow,bodyintroduce,2,127,2,0.6169
person,spur,2,127,2,0.6169
schedule,allocate,4,39,20,0.6168
gel,gel,4,78,10,0.6168
ultra,radiate,3,10,49,0.6167
loan,propose,7,7,276,0.6165
bleaching,weaken,2,5,51,0.6165
sorter,cushion,2,17,15,0.6165
scrubbing,scrub,2,15,17,0.6165
embedment,subtract,2,3,85,0.6165
disengagement,jet,2,5,51,0.6165
brick,sinter,5,34,33,0.6165
vis,coincide,2,5,51,0.6165
benzotriazole,polymerize,2,17,15,0.6165
rock,weather,4,98,8,0.6162
adaptation,delimit,2,16,16,0.6162
identification,collate,2,128,2,0.6162
ministry,conform,2,16,16,0.6162
dye,interact,6,63,24,0.6161
character,waterproof,3,19,26,0.616
boss,neighbor,3,15,33,0.6158
suppressor,deal,3,11,45,0.6158
image,photograph,31,317,68,0.6157
welding,weld,28,101,181,0.6157
counter,binarize,2,129,2,0.6154
daiichi,pollute,2,3,86,0.6154
downtown,dig,4,7,113,0.6154
bm,wind,5,5,227,0.6153
org,wind,5,5,227,0.6153
poc,wind,5,5,227,0.6153
settlement,shed,3,166,3,0.6152
procurement,merge,4,11,72,0.6152
excitation,trail,2,37,7,0.6151
record,group,4,53,15,0.6149
concrete,pour,74,627,141,0.6149
cancer,waterproof,2,10,26,0.6147
receive,assign,2,4,65,0.6147
berth,approach,2,5,52,0.6147
ducting,afford,2,65,4,0.6147
whisker,recognize,2,2,130,0.6147
overloading,last,2,13,20,0.6147
kaolinite,grain,2,5,52,0.6147
fungus,germinate,2,52,5,0.6147
glycerin,incubate,2,10,26,0.6147
spectrum,normalize,5,44,26,0.6145
multiplier,deionize,2,9,29,0.6144
iodide,kill,2,3,87,0.6144
proximity,rejoin,2,87,3,0.6144
dolomite,hydrolyze,2,9,29,0.6144
tow,tow,2,9,29,0.6144
strike,attenuate,2,9,29,0.6144
bag,sack,4,160,5,0.6143
trapping,decay,6,22,70,0.6142
demister,superheate,3,24,21,0.614
esp,recess,3,6,84,0.614
stormwater,source,2,131,2,0.614
lr,soften,7,8,248,0.6137
silicate,polymerize,5,77,15,0.6135
contour,shade,2,22,12,0.6133
flora,equalize,2,6,44,0.6133
extrudate,scrap,2,6,44,0.6133
pallet,sinter,2,8,33,0.6133
precarbon,boost,2,6,44,0.6133
concealment,restrain,2,8,33,0.6133
volt,demineralize,2,33,8,0.6133
felt,weave,5,19,61,0.6132
counterpressure,impair,2,5,53,0.613
report,submit,2,53,5,0.613
candidate,analyse,8,62,40,0.6129
analytic,disregard,4,116,7,0.6128
quench,quench,2,14,19,0.6126
thiobacilli,immobilize,2,7,38,0.6126
molding,frame,2,133,2,0.6126
balance,board,2,133,2,0.6126
grouting,grout,6,49,32,0.6124
yakult,sediment,2,3,89,0.6123
media,shed,2,89,3,0.6123
destruction,stock,2,89,3,0.6123
aquarium,percolate,2,67,4,0.6119
tunnel,mineralize,2,67,4,0.6119
extinguishing,extinguish,6,25,63,0.6119
deflection,deflect,6,45,35,0.6119
fabric,recondition,3,172,3,0.6118
skin,anticipate,3,43,12,0.6118
colour,differ,3,6,86,0.6118
rehabilitation,visit,3,47,11,0.6116
string,entail,3,47,11,0.6116
reflux,refluxe,3,37,14,0.6114
map,glance,5,236,5,0.6114
